name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-967 c,1855,12.9 Earths,14.702,2016
Kepler-968 b,947,4.66 Earths,14.626,2016
Kepler-968 c,947,3.5 Earths,14.626,2016
Kepler-969 b,1273,4.94 Earths,13.865,2016
Kepler-969 c,1273,0.937 Earths,13.865,2016
Kepler-96 b,401,8.46 Earths,10.568,2014
Kepler-970 b,1081,8.1 Earths,15.21,2016
Kepler-971 b,1104,5.18 Earths,13.483,2016
Kepler-972 b,3908,19.5 Earths,15.084,2016
Kepler-973 b,1072,4.5 Earths,13.478,2016
Kepler-974 b,438,3.09 Earths,15.295,2016
Kepler-975 b,1390,2.79 Earths,14.633,2016
Kepler-976 b,3302,14.9 Earths,15.861,2016
Kepler-977 b,1855,7.37 Earths,14.754,2016
Kepler-978 b,2226,9.22 Earths,13.513,2016
Kepler-979 b,1881,7.85 Earths,14.882,2016
Kepler-97 b,1308,3.51 Earths,12.994,2014
Kepler-97 c,1308,1.08 Jupiters,12.994,2014
Kepler-980 b,3136,7.61 Earths,14.221,2016
Kepler-981 b,2864,5.95 Earths,14.875,2016
Kepler-982 b,2614,5.69 Earths,13.099,2016
Kepler-983 b,2330,6.17 Earths,14.1125,2016
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KIC 10068024 b,2352,2 Jupiters,13.144,2021
KIC 10525077 b,4766,25.9 Earths,15.592,2015
KIC 3558849 b,3966,38.1 Earths,14.32,2015
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KMT-2018-BLG-0029L b,11026,7.59 Earths,,2020
KMT-2018-BLG-0748L b,23813,0.19 Jupiters,,2020
KMT-2018-BLG-1025L b,21872,6.059 Earths,,2021
KMT-2018-BLG-1292L b,11287,4.42 Jupiters,,2020
KMT-2018-BLG-1743L b,21148,0.245 Jupiters,,2021
KMT-2018-BLG-1976L b,19050,2.22 Jupiters,,2021
KMT-2018-BLG-1988L b,13537,5.56 Earths,,2022
KMT-2018-BLG-1990L b,3154,0.348 Jupiters,,2019
KMT-2018-BLG-1996L b,19278,1.09 Jupiters,,2021
KMT-2019-BLG-0371L b,22867,7.7 Jupiters,,2021
KMT-2019-BLG-0842L b,10830,10.28 Earths,,2020
KMT-2019-BLG-1339L b,19963,1.25 Jupiters,,2020
KMT-2019-BLG-1715L b,12591,2.56 Jupiters,,2021
KMT-2019-BLG-1953L b,22964,0.64 Jupiters,,2020
KMT-2021-BLG-0322L b,21529,6.4 Jupiters,,2021
KMT-2021-BLG-0912L b,18137,2.81 Earths,,2022
KOI-1257 b,2140,1.45 Jupiters,14.818,2014
KOI-12 b,1303,1.1 Jupiters,11.51,2015
KOI-13 b,1693,9.28 Jupiters,9.791,2011
KOI-142 b,1229,9.5 Earths,13.209,2013
KOI-142 c,1229,0.674 Jupiters,13.209,2013
KOI-1599.01,3691,4.6 Earths,14.795,2019
KOI-1599.02,3691,9 Earths,14.795,2019
KOI-1783.01,2824,0.22339 Jupiters,13.978,2020
KOI-1783.02,2824,15 Earths,13.978,2020
LHS 3844 b,49,2.25 Earths,15.24,2019
LkCa 15 b,516,Unknown,12.025,2015
LkCa 15 c,516,Unknown,12.025,2015
LP 714-47 b,172,30.8 Earths,12.492,2020
LP 791-18 b,86,1.46 Earths,16.91,2019
LP 791-18 c,86,5.95 Earths,16.91,2019
LSPM J2116+0234 b,58,13.3 Earths,11.961,2019
LTT 1445 A b,22,2.87 Earths,10.59,2019
LTT 1445 A c,22,1.54 Earths,10.59,2022
LTT 3780 b,72,2.62 Earths,13.14,2020
LTT 3780 c,72,8.6 Earths,13.14,2020
LTT 9779 b,262,29.32 Earths,9.79,2020
Lupus-TR-3 b,2523,0.81 Jupiters,19.6202,2007
MASCARA-1 b,595,3.7 Jupiters,8.28,2017
MASCARA-4 b,557,3.1 Jupiters,8.191,2020
MOA-2007-BLG-192L b,3262,3.3 Earths,,2008
MOA-2007-BLG-400L b,18920,0.83 Jupiters,,2008
MOA-2008-BLG-310L b,25117,23.4 Earths,26.2,2009
MOA-2008-BLG-379L b,10765,4.1 Jupiters,,2013
MOA-2009-BLG-266L b,9916,10.4 Earths,,2011
MOA-2009-BLG-319L b,22997,0.212 Jupiters,,2010
MOA-2009-BLG-387L b,18561,2.6 Jupiters,,2010
MOA-2010-BLG-073L b,9134,11 Jupiters,,2012
MOA-2010-BLG-117L b,11417,0.54 Jupiters,24.3,2018
MOA-2010-BLG-328L b,2642,9.2 Earths,18.66,2013
MOA-2010-BLG-353L b,20975,0.27 Jupiters,,2015
MOA-2010-BLG-477L b,7503,1.5 Jupiters,,2012
MOA-2011-BLG-028L b,24074,30 Earths,,2016
MOA-2011-BLG-262L b,23486,17 Earths,,2014
MOA-2011-BLG-291L b,14353,18 Earths,,2018
MOA-2011-BLG-293L b,25183,4.8 Jupiters,,2012
MOA-2011-BLG-322L b,24661,11.6 Jupiters,,2013
MOA-2012-BLG-006L b,17289,8.4 Jupiters,,2017
MOA-2012-BLG-505L b,23519,6.7 Earths,,2017
MOA-2013-BLG-220L b,21921,2.74 Jupiters,,2014
MOA-2013-BLG-605L b,2773,3.24 Earths,,2016
MOA-2015-BLG-337L b,23160,33.7 Earths,,2018
MOA-2016-BLG-227L b,21203,2.8 Jupiters,,2017
MOA-2016-BLG-319L b,22182,0.62 Jupiters,,2018
MOA-bin-1L b,16636,3.7 Jupiters,22.59,2012
MOA-bin-29 b,23225,0.6 Jupiters,44.61,2019
Mu Leonis b,106,2.4 Jupiters,3.86648,2014
MXB 1658-298 b,,23.7 Jupiters,,2017
NGC 2682 Sand 364 b,2666,6.69 Jupiters,9.616,2014
NGC 2682 Sand 978 b,2681,2.18 Jupiters,9.814,2017
NGC 2682 YBP 1194 b,2847,0.32 Jupiters,14.569,2014
NGC 2682 YBP 1514 b,2982,0.4 Jupiters,14.684,2014
NGC 2682 YBP 401 b,2710,0.46 Jupiters,13.699,2016
NGTS-10 b,1059,2.162 Jupiters,14.506,2020
NGTS-11 b,621,0.344 Jupiters,12.456,2020
NGTS-12 b,1456,0.208 Jupiters,12.382,2020
NGTS-13 b,2112,4.84 Jupiters,12.744,2021
NGTS-14 A b,1051,29.24036 Earths,13.268,2021
NGTS-15 b,2566,0.751 Jupiters,14.669,2021
NGTS-16 b,2930,0.667 Jupiters,14.529,2021
NGTS-17 b,3393,0.764 Jupiters,14.412,2021
NGTS-18 b,3576,0.409 Jupiters,14.588,2021
NGTS-1 b,712,0.812 Jupiters,15.667,2017
NGTS-2 b,1163,0.74 Jupiters,10.789,2018
NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
NGTS-4 b,915,20.6 Earths,13.138,2019
NGTS-5 b,1001,0.229 Jupiters,13.789,2019
NGTS-6 b,1006,1.339 Jupiters,14.237,2019
NGTS-8 b,1399,0.93 Jupiters,13.69,2019
NGTS-9 b,1987,2.9 Jupiters,12.868,2019
NN Serpentis c,1683,7.33 Jupiters,16.943,2010
NN Serpentis d,1683,2.3 Jupiters,16.943,2010
NSVS 14256825 b,2678,14.15 Jupiters,13.296,2019
Nu Ophiuchi b,151,22.206 Jupiters,3.31216,2012
Nu Ophiuchi c,151,24.662 Jupiters,3.31216,2012
NY Virginis b,1775,2.3 Jupiters,13.496,2011
NY Virginis c,1775,5.54 Jupiters,13.496,2019
OGLE-2003-BLG-235L b,18920,2.6 Jupiters,21.4,2004
OGLE-2005-BLG-071L b,10438,3.8 Jupiters,21.3,2005
OGLE-2005-BLG-169L b,13374,14.1 Earths,22.783,2006
NGTS-12 b,1456,0.208 Jupiters,12.382,2020
NGTS-13 b,2112,4.84 Jupiters,12.744,2021
NGTS-14 A b,1051,29.24036 Earths,13.268,2021
NGTS-15 b,2566,0.751 Jupiters,14.669,2021
NGTS-16 b,2930,0.667 Jupiters,14.529,2021
NGTS-17 b,3393,0.764 Jupiters,14.412,2021
NGTS-18 b,3576,0.409 Jupiters,14.588,2021
NGTS-1 b,712,0.812 Jupiters,15.667,2017
NGTS-2 b,1163,0.74 Jupiters,10.789,2018
NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
NGTS-4 b,915,20.6 Earths,13.138,2019
NGTS-5 b,1001,0.229 Jupiters,13.789,2019
NGTS-6 b,1006,1.339 Jupiters,14.237,2019
